Age,Median
"All ages",201
"2–11 months",43
"1–2 years",136
"3–5 years",150
"6–11 years",182
"12–15 years",198
"16–19 years",226
"20–29 years",241
"30–39 years",231
"40–49 years",216
"50–59 years",212
"60–69 years",173
"70–79 years",168
"80 years and over",150
