Age,Mean
"8–11 years",0.567
"12–15 years",0.698
"16–19 years",0.74
"20–29 years",0.751
"30–39 years",0.76
"40–49 years",0.757
"50–59 years",0.731
"60–69 years",0.696
"70–79 years",0.655
"80 years and over",0.612
"20 years and over (age-adjusted)",0.731
