| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.59  |
| 12–15              | 0.731 |
| 16–19              | 0.863 |
| 20–29              | 0.898 |
| 30–39              | 0.906 |
| 40–49              | 0.901 |
| 50–59              | 0.887 |
| 60–69              | 0.871 |
| 70–79              | 0.84  |
| 80+                | 0.804 |
| 20+ (age-adjusted) | 0.887 |
