Age,Mean
"8–11 years",0.59
"12–15 years",0.731
"16–19 years",0.863
"20–29 years",0.898
"30–39 years",0.906
"40–49 years",0.901
"50–59 years",0.887
"60–69 years",0.871
"70–79 years",0.84
"80 years and over",0.804
"20 years and over (age-adjusted)",0.887
