Age,Mean
"All ages",4.1
"2–11 months",1.4
"1–2 years",2.5
"3–5 years",2.9
"6–11 years",3.4
"12–15 years",3.6
"16–19 years",3.9
"20–29 years",4.3
"30–39 years",4.6
"40–49 years",4.5
"50–59 years",4.6
"60–69 years",4.6
"70–79 years",4.4
"80 years and over",4
