| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 122.6 |
| 7-11 years         | 101.9 |
| 12-17 years        | 111.6 |
| 18-24 years        | 114.9 |
| 25-34 years        | 117.2 |
| 35-44 years        | 124.4 |
| 45-54 years        | 131.1 |
| 55-64 years        | 142   |
| 65-74 years        | 152.6 |
| Age-adjusted value | 122.9 |
