Age,Mean
"7-74 years",124
"7-11 years",102
"12-17 years",112.8
"18-24 years",118.5
"25-34 years",121.5
"35-44 years",127.4
"45-54 years",133.6
"55-64 years",141.6
"65-74 years",149.9
"Age-adjusted value",124.2
