| Age               | Mean |
| ----------------- | ---- |
| All ages          | 427  |
| 2–11 months       | 487  |
| 1–2 years         | 245  |
| 3–5 years         | 206  |
| 6–11 years        | 247  |
| 12–15 years       | 311  |
| 16–19 years       | 313  |
| 20–29 years       | 425  |
| 30–39 years       | 483  |
| 40–49 years       | 465  |
| 50–59 years       | 499  |
| 60–69 years       | 676  |
| 70–79 years       | 463  |
| 80 years and over | 676  |
