Age,"Standard error"
"2 years",0.28
"3 years",0.35
"4 years",0.46
"5 years",0.41
"6 years",0.78
"7 years",0.92
"8 years",0.94
"9 years",1.14
"10 years",1.22
"11 years",1.05
"12 years",1.36
"13 years",1.49
"14 years",1.4
"15 years",1.43
"16 years",1.69
"17 years",1.5
"18 years",1.72
"19 years",1.88
"20 years and older",0.34
"20–29 years",0.51
"30–39 years",0.59
"40–49 years",0.66
"50–59 years",0.75
"60–69 years",0.67
"70–79 years",0.73
"80 years and older",0.73
