Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15182,12.8,0.17,11,5767,12.5,0.25,10.5,8001,13,0.19,11.1
"Under 6 years",3461,11.3,0.14,9.7,1581,11.7,0.26,10.2,1580,11.2,0.21,9.5
"6–11 years",1553,13,0.41,11.2,733,13.6,0.59,11.4,693,12.7,0.47,11.1
"12–19 years",1659,12.9,0.42,11.1,711,13.1,0.45,11.9,796,12.7,0.53,10.6
"20–59 years",5921,13,0.25,11.2,1939,12.4,0.33,10.4,3484,13.2,0.29,11.3
"60 years and over",2588,12.9,0.27,10.5,803,12.1,0.76,9.3,1448,13.2,0.28,11.1
