| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 124.2 |
| 7-11 years         | 103.7 |
| 12-17 years        | 113.9 |
| 18-24 years        | 119.5 |
| 25-34 years        | 121.3 |
| 35-44 years        | 127.2 |
| 45-54 years        | 132.5 |
| 55-64 years        | 143.4 |
| 65-74 years        | 149.7 |
| Age-adjusted value | 124.7 |
