Age,"Standard error"
"All ages",0.01
"2–11 months",0.03
"1–2 years",0.02
"3–5 years",0.03
"6–11 years",0.02
"12–15 years",0.05
"16–19 years",0.05
"20–29 years",0.03
"30–39 years",0.03
"40–49 years",0.05
"50–59 years",0.03
"60–69 years",0.05
"70–79 years",0.02
"80 years and over",0.03
