Age,Mean
"8–11 years",4.2
"12–15 years",6.2
"16–19 years",6.6
"20–39 years",6.9
"40–59 years",6.9
"60–79 years",6.3
"80 years and older",5.6
"20 years and older (crude)",6.7
"20 years and older (age adjusted)",6.7
