Age,Mean
"8–11 years",25.87
"12–15 years",46.07
"16–19 years",53.1
"20–29 years",54.82
"30–39 years",55.1
"40–49 years",55.31
"50–59 years",51.51
"60–69 years",48.05
"70–79 years",45.96
"80 years and over",42.47
"20 years and over (age-adjusted)",52.47
