Age,Mean
"8–11 years",23.46
"12–15 years",41.31
"16–19 years",61.24
"20–29 years",62.39
"30–39 years",62
"40–49 years",63.21
"50–59 years",62.46
"60–69 years",64.23
"70–79 years",*64.21
"80 years and over",*64.47
"20 years and over (age-adjusted)",62.93
