Age,"Standard error"
"All ages",0.05
"2–11 months",0.05
"1–2 years",0.1
"3–5 years",0.11
"6–11 years",0.14
"12–15 years",0.25
"16–19 years",0.21
"20–29 years",0.13
"30–39 years",0.18
"40–49 years",0.15
"50–59 years",0.22
"60–69 years",0.11
"70–79 years",0.13
"80 years and over",0.14
