Age,Mean
"8–11 years",1189.2
"12–15 years",1575.77
"16–19 years",1690.36
"20–29 years",1719.52
"30–39 years",1731.56
"40–49 years",1740.26
"50–59 years",1710.2
"60–69 years",1685.26
"70–79 years",1616.99
"80 years and over",1507.2
"20 years and over (age-adjusted)",1703.22
