Age,"Standard error"
"All ages",0.02
"2–11 months",0.04
"1–2 years",0.03
"3–5 years",0.04
"6–11 years",0.05
"12–15 years",0.12
"16–19 years",0.11
"20–29 years",0.05
"30–39 years",0.05
"40–49 years",0.06
"50–59 years",0.07
"60–69 years",0.04
"70–79 years",0.06
"80 years and over",0.06
