Age,Mean
"8–11 years",1179.36
"12–15 years",1829.51
"16–19 years",2095.41
"20–29 years",2177.48
"30–39 years",2227.18
"40–49 years",2223.11
"50–59 years",2106.7
"60–69 years",1984.01
"70–79 years",1794.42
"80 years and over",1596.55
"20 years and over (age-adjusted)",2108.32
