Age,Median
"All ages",19
"2–11 months",7
"1–2 years",18
"3–5 years",22
"6–11 years",22
"12–15 years",29
"16–19 years",28
"20–29 years",25
"30–39 years",18
"40–49 years",17
"50–59 years",14
"60–69 years",15
"70–79 years",14
"80 years and over",14
