Age,Median
"All ages",22
"2–11 months",7
"1–2 years",18
"3–5 years",22
"6–11 years",24
"12–15 years",32
"16–19 years",35
"20–29 years",31
"30–39 years",23
"40–49 years",19
"50–59 years",17
"60–69 years",16
"70–79 years",15
"80 years and over",14
