Age,5th,10th,15th,25th,50th,75th,85th,90th,95th
"8–11 years",1.2,1.4,1.5,1.8,2.5,3.6,4.2,4.7,5.5
"12–15 years",2,2.3,2.6,2.9,3.8,4.9,5.8,6.5,7.6
"16–19 years",2.6,2.9,3.1,3.6,4.4,5.6,6.8,7.6,9
"20–39 years",2.8,3.2,3.5,4,5.1,6.7,7.8,8.6,10.2
"40–59 years",3,3.5,3.8,4.3,5.5,7.2,8.2,9.1,10.4
"60–79 years",2.9,3.4,3.8,4.3,5.4,6.8,7.7,8.4,9.9
"80 years and older",2.4,2.9,3.2,3.8,4.7,5.8,6.5,7.1,8
"20 years and older (crude)",2.9,3.3,3.7,4.1,5.3,6.9,7.9,8.7,10.1
