| Age               | Median |
| ----------------- | ------ |
| All ages          | 1049   |
| 2–11 months       | 268    |
| 1–2 years         | 637    |
| 3–5 years         | 706    |
| 6–11 years        | 824    |
| 12–15 years       | 981    |
| 16–19 years       | 992    |
| 20–29 years       | 1127   |
| 30–39 years       | 1206   |
| 40–49 years       | 1185   |
| 50–59 years       | 1338   |
| 60–69 years       | 1245   |
| 70–79 years       | 1141   |
| 80 years and over | 1073   |
