Age,Median
"All ages",970
"2–11 months",248
"1–2 years",611
"3–5 years",718
"6–11 years",792
"12–15 years",816
"16–19 years",849
"20–29 years",1023
"30–39 years",1070
"40–49 years",1045
"50–59 years",1189
"60–69 years",1178
"70–79 years",1055
"80 years and over",1026
