Age,Mean
"8–11 years",0.685
"12–15 years",0.845
"16–19 years",1.047
"20–29 years",1.064
"30–39 years",1.05
"40–49 years",1.042
"50–59 years",1.034
"60–69 years",1.073
"70–79 years",1.078
"80 years and over",1.092
"20 years and over (age-adjusted)",1.055
