Age,"Standard error"
"All ages",8.2
"2–11 months",0.1
"1–2 years",0.6
"3–5 years",1.1
"6–11 years",1.7
"12–15 years",4.5
"16–19 years",8.2
"20–29 years",25.2
"30–39 years",17.1
"40–49 years",13.3
"50–59 years",38.1
"60–69 years",19
"70–79 years",9.7
"80 years and over",8.8
