Age,"Standard error"
"All ages",4.2
"2–11 months",0.2
"1–2 years",0.8
"3–5 years",0.9
"6–11 years",1.5
"12–15 years",4.4
"16–19 years",4.8
"20–29 years",8.8
"30–39 years",12.2
"40–49 years",13.4
"50–59 years",17
"60–69 years",11.5
"70–79 years",7.9
"80 years and over",8
