| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.667 |
| 12–15              | 0.855 |
| 16–19              | 0.922 |
| 20–29              | 0.928 |
| 30–39              | 0.935 |
| 40–49              | 0.925 |
| 50–59              | 0.881 |
| 60–69              | 0.839 |
| 70–79              | 0.793 |
| 80+                | 0.744 |
| 20+ (age-adjusted) | 0.893 |
