Age,Mean
"8–11 years",0.667
"12–15 years",0.855
"16–19 years",0.922
"20–29 years",0.928
"30–39 years",0.935
"40–49 years",0.925
"50–59 years",0.881
"60–69 years",0.839
"70–79 years",0.793
"80 years and over",0.744
"20 years and over (age-adjusted)",0.893
