Age,Mean
"8–11 years",0.655
"12–15 years",0.831
"16–19 years",1.006
"20–29 years",1.011
"30–39 years",0.995
"40–49 years",0.989
"50–59 years",0.967
"60–69 years",0.963
"70–79 years",0.928
"80 years and over",0.896
"20 years and over (age-adjusted)",0.979
