| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.655 |
| 12–15              | 0.831 |
| 16–19              | 1.006 |
| 20–29              | 1.011 |
| 30–39              | 0.995 |
| 40–49              | 0.989 |
| 50–59              | 0.967 |
| 60–69              | 0.963 |
| 70–79              | 0.928 |
| 80+                | 0.896 |
| 20+ (age-adjusted) | 0.979 |
