Age,"Standard error"
"8–11 years",23.79
"12–15 years",46.96
"16–19 years",37.96
"20–29 years",36.88
"30–39 years",35.79
"40–49 years",32.65
"50–59 years",32.51
"60–69 years",30.65
"70–79 years",30.91
"80 years and over",32.93
