Age,"Standard error"
"8–11 years",25.13
"12–15 years",29.54
"16–19 years",29.52
"20–29 years",29.71
"30–39 years",29.42
"40–49 years",30.94
"50–59 years",29.15
"60–69 years",28.73
"70–79 years",25.99
"80 years and over",25.09
