| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 23.79          |
| 12–15 | 46.96          |
| 16–19 | 37.96          |
| 20–29 | 36.88          |
| 30–39 | 35.79          |
| 40–49 | 32.65          |
| 50–59 | 32.51          |
| 60–69 | 30.65          |
| 70–79 | 30.91          |
| 80+   | 32.93          |
