| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 25.13          |
| 12–15 | 29.54          |
| 16–19 | 29.52          |
| 20–29 | 29.71          |
| 30–39 | 29.42          |
| 40–49 | 30.94          |
| 50–59 | 29.15          |
| 60–69 | 28.73          |
| 70–79 | 25.99          |
| 80+   | 25.09          |
