Age,"Standard error"
"2 years",0.2
"3 years",0.19
"4 years",0.22
"5 years",0.24
"6 years",0.33
"7 years",0.34
"8 years",0.38
"9 years",0.39
"10 years",0.42
"11 years",0.43
"12 years",0.51
"13 years",0.52
"14 years",0.45
"15 years",0.47
"16 years",0.39
"17 years",0.41
"18 years",0.52
"19 years",0.44
"20 years and older",0.09
"20–29 years",0.13
"30–39 years",0.13
"40–49 years",0.15
"50–59 years",0.17
"60–69 years",0.15
"70–79 years",0.2
"80 years and older",0.24
