Age,"Standard error"
"All ages",15.8
"2–11 months",10.4
"1–2 years",16.2
"3–5 years",40.5
"6–11 years",21.3
"12–15 years",30.9
"16–19 years",52.5
"20–29 years",22.1
"30–39 years",36
"40–49 years",80.1
"50–59 years",42.6
"60–69 years",45.3
"70–79 years",49.6
"80 years and over",52.5
