Age,Median
"All ages",7.8
"2–11 months",2.2
"1–2 years",4.8
"3–5 years",5.9
"6–11 years",7
"12–15 years",6.6
"16–19 years",6.5
"20–29 years",7.5
"30–39 years",8.3
"40–49 years",8.4
"50–59 years",8.9
"60–69 years",9.2
"70–79 years",9.1
"80 years and over",8.8
