Age,"Standard error"
"7-74 years",0.65
"7-11 years",0.74
"12-17 years",0.9
"18-24 years",1.11
"25-34 years",0.9
"35-44 years",1.26
"45-54 years",1.34
"55-64 years",1.34
"65-74 years",1.82
