Age,"Standard error"
"7-74 years",0.79
"7-11 years",1.25
"12-17 years",1.03
"18-24 years",1.21
"25-34 years",1.05
"35-44 years",1.16
"45-54 years",2.16
"55-64 years",2.26
"65-74 years",1.7
