Age,Mean
"7-74 years",78.8
"7-11 years",65.6
"12-17 years",70.7
"18-24 years",75.4
"25-34 years",80.1
"35-44 years",84.8
"45-54 years",86.5
"55-64 years",87.2
"65-74 years",85
"Age-adjusted",78.8
