Age,Mean
"7-74 years",77
"7-11 years",64.3
"12-17 years",69.6
"18-24 years",73
"25-34 years",76.7
"35-44 years",82.2
"45-54 years",84.5
"55-64 years",86.7
"65-74 years",84.5
"Age-adjusted",77.2
