| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 4.5  |
| 12–15              | 7.8  |
| 16–19              | 10   |
| 20–39              | 10.3 |
| 40–59              | 10.2 |
| 60–79              | 9.4  |
| 80+                | 8.1  |
| 20+                | 10.1 |
| 20+ (age adjusted) | 10   |
