Age,Mean
"8–11 years",4.5
"12–15 years",7.8
"16–19 years",10
"20–39 years",10.3
"40–59 years",10.2
"60–79 years",9.4
"80 years and older",8.1
"20 years and older (crude)",10.1
"20 years and older (age adjusted)",10
