Age,Mean
"8–11 years",12.1
"12–15 years",18.1
"16–19 years",20
"20–39 years",21.7
"40–59 years",22.5
"60–79 years",21.3
"80 years and older",19.1
"20 years and older (crude)",21.8
"20 years and older (age adjusted)",21.8
