Age,Mean
"8–11 years",37.7
"12–15 years",37.7
"16–19 years",40.1
"20–39 years",42.2
"40–59 years",44
"60–79 years",45.3
"80 years and older",44.7
"20 years and older (crude)",43.6
"20 years and older (age adjusted)",43.5
