| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 37.7 |
| 12–15              | 37.7 |
| 16–19              | 40.1 |
| 20–39              | 42.2 |
| 40–59              | 44   |
| 60–79              | 45.3 |
| 80+                | 44.7 |
| 20+                | 43.6 |
| 20+ (age adjusted) | 43.5 |
