Age,Mean
"8–11 years",33.3
"12–15 years",29.2
"16–19 years",25.5
"20–39 years",26.9
"40–59 years",27.8
"60–79 years",29.5
"80 years and older",30.5
"20 years and older (crude)",27.8
"20 years and older (age adjusted)",27.9
