Age,Median
"All ages",3.4
"2–11 months",1.1
"1–2 years",2.1
"3–5 years",2.6
"6–11 years",2.8
"12–15 years",2.8
"16–19 years",3.2
"20–29 years",3.4
"30–39 years",3.8
"40–49 years",3.7
"50–59 years",4
"60–69 years",3.9
"70–79 years",3.8
"80 years and over",3.6
