| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.581 |
| 12–15              | 0.715 |
| 16–19              | 0.855 |
| 20–29              | 0.88  |
| 30–39              | 0.897 |
| 40–49              | 0.919 |
| 50–59              | 0.918 |
| 60–69              | 0.945 |
| 70–79              | 0.926 |
| 80+                | 0.906 |
| 20+ (age-adjusted) | 0.91  |
