Age,Mean
"8–11 years",0.592
"12–15 years",0.757
"16–19 years",0.826
"20–29 years",0.849
"30–39 years",0.874
"40–49 years",0.88
"50–59 years",0.851
"60–69 years",0.816
"70–79 years",0.779
"80 years and over",0.734
"20 years and over (age-adjusted)",0.847
