Age,Median
"All ages",4.4
"2–11 months",2.2
"1–2 years",3
"3–5 years",3.2
"6–11 years",3.8
"12–15 years",4.6
"16–19 years",5.2
"20–29 years",5
"30–39 years",4.9
"40–49 years",4.7
"50–59 years",4.5
"60–69 years",4.2
"70–79 years",3.9
"80 years and over",3.7
