Age,Median
"All ages",3.5
"2–11 months",2.2
"1–2 years",2.9
"3–5 years",3
"6–11 years",3.5
"12–15 years",3.8
"16–19 years",4.1
"20–29 years",3.8
"30–39 years",3.7
"40–49 years",3.7
"50–59 years",3.6
"60–69 years",3.3
"70–79 years",3
"80 years and over",2.9
