Age,"Standard error"
"8–11 years",173.29
"12–15 years",303.75
"16–19 years",218.98
"20–29 years",213.77
"30–39 years",211.36
"40–49 years",192.79
"50–59 years",197.45
"60–69 years",200.14
"70–79 years",200.92
"80 years and over",195.85
