Age,"Standard error"
"8–11 years",188.77
"12–15 years",191.98
"16–19 years",181.04
"20–29 years",168.01
"30–39 years",165.25
"40–49 years",166.15
"50–59 years",166.41
"60–69 years",177.87
"70–79 years",177.64
"80 years and over",184.73
