Age,Mean
"8–11 years",36.5
"12–15 years",54
"16–19 years",61.1
"20–39 years",69
"40–59 years",73.2
"60–79 years",70.1
"80 years and older",60.2
"20 years and older (crude)",70.4
"20 years and older (age adjusted)",70.3
