| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 36.5 |
| 12–15              | 54   |
| 16–19              | 61.1 |
| 20–39              | 69   |
| 40–59              | 73.2 |
| 60–79              | 70.1 |
| 80+                | 60.2 |
| 20+                | 70.4 |
| 20+ (age adjusted) | 70.3 |
