Age,"Standard error"
"8–11 years",0.058
"12–15 years",0.069
"16–19 years",0.069
"20–29 years",0.071
"30–39 years",0.074
"40–49 years",0.074
"50–59 years",0.076
"60–69 years",0.077
"70–79 years",0.07
"80 years and over",0.071
