| Age   | Standard error |
| ----- | -------------- |
| 8–11  | 14.22          |
| 12–15 | 23.3           |
| 16–19 | 20.11          |
| 20–29 | 21             |
| 30–39 | 22.09          |
| 40–49 | 21.67          |
| 50–59 | 22.44          |
| 60–69 | 24.09          |
| 70–79 | 23.73          |
| 80+   | 21.55          |
