Age,"Standard error"
"8–11 years",14.22
"12–15 years",23.3
"16–19 years",20.11
"20–29 years",21
"30–39 years",22.09
"40–49 years",21.67
"50–59 years",22.44
"60–69 years",24.09
"70–79 years",23.73
"80 years and over",21.55
