| Age               | Mean |
| ----------------- | ---- |
| All ages          | 3.1  |
| 2–11 months       | 2.6  |
| 1–2 years         | 1.7  |
| 3–5 years         | 2.7  |
| 6–11 years        | 3.6  |
| 12–15 years       | 3.8  |
| 16–19 years       | 3.6  |
| 20–29 years       | 3.5  |
| 30–39 years       | 3.2  |
| 40–49 years       | 3.2  |
| 50–59 years       | 2.9  |
| 60–69 years       | 2.7  |
| 70–79 years       | 2.6  |
| 80 years and over | 2.7  |
