Age,"Standard error"
"All ages",0.13
"2–11 months",–
"1–2 years",–
"3–5 years",–
"6–11 years",–
"12–15 years",–
"16–19 years",0.34
"20–29 years",0.37
"30–39 years",0.39
"40–49 years",0.37
"50–59 years",0.37
"60–69 years",0.43
"70–79 years",0.42
"80 years and over",0.29
