| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.554 |
| 12–15              | 0.679 |
| 16–19              | 0.719 |
| 20–29              | 0.731 |
| 30–39              | 0.74  |
| 40–49              | 0.739 |
| 50–59              | 0.716 |
| 60–69              | 0.682 |
| 70–79              | 0.64  |
| 80+                | 0.597 |
| 20+ (age-adjusted) | 0.713 |
