| Age                | Mean    |
| ------------------ | ------- |
| 8–11               | 1399.15 |
| 12–15              | 1794.1  |
| 16–19              | 1910.93 |
| 20–29              | 1939.51 |
| 30–39              | 1949.93 |
| 40–49              | 1955.81 |
| 50–59              | 1924.12 |
| 60–69              | 1897.05 |
| 70–79              | 1823.07 |
| 80+                | 1711.52 |
| 20+ (age-adjusted) | 1918.24 |
